Format Version,1.24,Take Name,VectorSurgeTrials_013SNAP,Take Notes,,Capture Frame Rate,60,Export Frame Rate,60,Capture Start Time,2024-09-10 04.04.56.425 PM,Capture Start Frame,33991,Total Frames in Take,9894,Total Exported Frames,9894,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,,,,,,,,,,
,Name,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,,,,,,,,,,
,ID,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,,,,,,,,,,
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,
4262,71.033333,0.469299,0.023878,0.414398,3233.314697,-4.387603,1127.438477,0.129108,-5.136887,43.557022,-1338.171875,-2267.079834,1181.31189,,,,,,,,,,
4263,71.05,0.466204,0.022811,0.410757,3233.296387,-4.390247,1127.415161,0.283778,-4.144407,43.2845,-1334.755737,-2267.294678,1180.445068,,,,,,,,,,
4264,71.066667,0.446691,0.020509,0.412329,3233.271729,-4.385208,1127.450317,-0.088481,-5.303131,43.703407,-1331.142334,-2266.891602,1180.129028,,,,,,,,,,
4265,71.083333,0.460733,0.039431,0.462889,3233.300293,-4.385859,1127.459839,-0.031879,-5.766584,43.776363,-1327.682495,-2266.564941,1179.615967,,,,,,,,,,
4266,71.1,0.460963,0.052967,0.463749,3233.316162,-4.393805,1127.442505,0.159474,-4.053015,43.595493,-1324.449707,-2266.025391,1179.08667,,,,,,,,,,
4267,71.116667,0.450778,0.044922,0.438966,3233.304688,-4.386926,1127.439697,0.284363,-3.713897,43.696186,-1321.135864,-2265.702881,1178.66748,,,,,,,,,,
4268,71.133333,0.453115,0.036809,0.447563,3233.325928,-4.395318,1127.438599,0.917363,-5.268942,43.439953,-1317.958496,-2265.208984,1177.884888,,,,,,,,,,
4269,71.15,0.44517,0.013356,0.396992,3233.285645,-4.358497,1127.44519,-0.115603,-6.656571,44.168896,-1314.139526,-2264.168213,1177.718018,,,,,,,,,,
4270,71.166667,0.418309,0.035147,0.372501,3233.289307,-4.352739,1127.412842,0.12511,-6.072681,43.879013,-1310.990601,-2263.850098,1176.794189,,,,,,,,,,
4271,71.183333,0.440576,0.028754,0.41911,3233.277832,-4.356738,1127.445435,0.008516,-5.89797,43.859985,-1307.516113,-2262.71582,1176.817139,,,,,,,,,,
4272,71.2,0.474589,0.054282,0.434766,3233.26123,-4.369164,1127.45813,-0.534949,-4.089985,43.731159,-1303.896606,-2262.063965,1176.536133,,,,,,,,,,
4273,71.216667,0.462266,0.057691,0.412854,3233.27124,-4.367742,1127.453979,-0.637189,-4.510962,43.894634,-1300.646606,-2260.856689,1176.05188,,,,,,,,,,
4274,71.233333,0.447443,0.034134,0.403044,3233.283203,-4.376225,1127.459595,-1.453992,-3.214298,43.306324,-1297.812866,-2259.9375,1175.76062,,,,,,,,,,
4275,71.25,0.46705,0.039944,0.39112,3233.313721,-4.381855,1127.436523,-1.055936,-4.101653,43.399982,-1294.347046,-2258.537354,1175.30957,,,,,,,,,,
4276,71.266667,0.475703,0.037814,0.393281,3233.29248,-4.381978,1127.412964,-1.107908,-4.904984,43.09882,-1291.120361,-2257.139404,1174.919678,,,,,,,,,,
4277,71.283333,0.465096,0.03942,0.478835,3233.29248,-4.387399,1127.443481,-0.55025,-4.678716,43.833721,-1287.44104,-2256.034424,1174.484497,,,,,,,,,,
4278,71.3,0.457087,0.023034,0.503623,3233.318604,-4.400955,1127.437744,0.275245,-5.873755,43.899384,-1284.085205,-2254.871582,1174.101807,,,,,,,,,,
4279,71.316667,0.456293,0.018835,0.434841,3233.266846,-4.388238,1127.440796,1.193255,-5.120262,43.912643,-1280.552979,-2253.655029,1173.359009,,,,,,,,,,
4280,71.333333,0.474012,0.0405,0.446624,3233.308105,-4.387565,1127.416504,0.78748,-5.312608,43.64362,-1277.425415,-2251.950195,1173.380005,,,,,,,,,,
4281,71.35,0.459682,0.005006,0.397676,3233.307129,-4.400735,1127.396851,0.661168,-6.31325,43.516605,-1274.171021,-2250.01001,1173.286133,,,,,,,,,,
4282,71.366667,0.452082,-0.004441,0.442421,3233.347412,-4.401038,1127.378784,0.52117,-5.160795,43.59354,-1270.738037,-2248.613281,1172.877197,,,,,,,,,,
4283,71.383333,0.461111,-0.017764,0.412016,3233.310059,-4.410055,1127.419556,0.053917,-4.906547,44.10207,-1267.279053,-2246.761475,1172.470093,,,,,,,,,,
4284,71.4,0.463707,-0.015285,0.395388,3233.303223,-4.403589,1127.432129,0.170627,-5.460321,43.672943,-1264.142334,-2244.904053,1172.094849,,,,,,,,,,
4285,71.416667,0.468481,0.016588,0.42371,3233.29834,-4.375373,1127.422729,0.604336,-5.641098,43.666786,-1260.914062,-2243.094727,1171.55249,,,,,,,,,,
4286,71.433333,0.454666,0.059625,0.43574,3233.308594,-4.370874,1127.426025,0.873058,-7.013773,43.660137,-1257.570557,-2241.143311,1171.240601,,,,,,,,,,
4287,71.45,0.456866,0.03028,0.41033,3233.255127,-4.37464,1127.458374,0.455694,-5.734837,43.619091,-1254.241089,-2239.176514,1171.204102,,,,,,,,,,
4288,71.466667,0.453671,0.063762,0.461963,3233.286865,-4.396247,1127.406616,0.014853,-4.244457,43.706085,-1251.223267,-2237.229492,1170.537476,,,,,,,,,,
4289,71.483333,0.441402,0.063362,0.431746,3233.270264,-4.370628,1127.415771,0.435112,-5.482185,43.697735,-1248.105469,-2234.815186,1170.17334,,,,,,,,,,
4290,71.5,0.457247,0.048997,0.484735,3233.310303,-4.383623,1127.420654,0.260942,-6.087894,43.407036,-1244.853882,-2232.72168,1169.743164,,,,,,,,,,
4291,71.516667,0.459387,0.039066,0.398096,3233.288818,-4.399002,1127.413208,-0.32105,-5.106759,43.899021,-1241.505737,-2230.320068,1169.667114,,,,,,,,,,
4292,71.533333,0.465462,0.022897,0.405066,3233.272461,-4.400051,1127.447998,0.508174,-5.950896,44.442646,-1238.220825,-2228.000732,1169.423706,,,,,,,,,,
4293,71.55,0.46899,0.020452,0.411056,3233.281738,-4.395252,1127.482666,1.476188,-7.7996,44.575855,-1234.711304,-2225.744629,1168.889771,,,,,,,,,,
4294,71.566667,0.463118,0.032129,0.40029,3233.299072,-4.393377,1127.497559,1.203918,-7.24432,44.392345,-1231.437378,-2223.241211,1168.904663,,,,,,,,,,
4295,71.583333,0.463117,0.035338,0.382022,3233.27832,-4.38292,1127.488037,1.123027,-6.476518,44.47723,-1228.270264,-2220.891113,1168.599609,,,,,,,,,,
4296,71.6,0.456808,0.025133,0.402405,3233.290039,-4.388861,1127.47937,1.593162,-6.529118,44.057236,-1224.875977,-2218.192383,1168.134033,,,,,,,,,,
4297,71.616667,0.473208,0.036482,0.458273,3233.327148,-4.40034,1127.481812,1.080409,-6.785303,43.670643,-1221.729492,-2215.621094,1167.992798,,,,,,,,,,
4298,71.633333,0.46706,0.043288,0.420543,3233.322998,-4.383527,1127.475952,0.99898,-6.353871,43.463959,-1218.510498,-2212.842529,1167.737549,,,,,,,,,,
4299,71.65,0.454112,0.038482,0.394005,3233.326416,-4.387485,1127.50647,0.369068,-5.011893,44.026752,-1215.145996,-2209.904541,1167.46106,,,,,,,,,,
4300,71.666667,0.476489,-0.002767,0.41698,3233.362793,-4.412486,1127.521362,1.201269,-7.536391,44.172047,-1212.01001,-2207.242188,1166.920166,,,,,,,,,,
4301,71.683333,0.466341,-0.024647,0.40223,3233.319824,-4.384909,1127.518555,0.939305,-7.590668,44.856083,-1208.591309,-2204.290283,1166.869385,,,,,,,,,,
4302,71.7,0.474438,-0.016204,0.401586,3233.320312,-4.407942,1127.518433,1.170817,-7.324821,44.810226,-1205.413696,-2201.766846,1166.476685,,,,,,,,,,
4303,71.716667,0.461455,0.004775,0.39676,3233.35083,-4.421457,1127.519287,1.375053,-7.419085,44.439281,-1202.238647,-2198.57373,1166.055054,,,,,,,,,,
4304,71.733333,0.470515,-0.007002,0.39995,3233.337646,-4.422857,1127.523071,0.3181,-6.033492,44.196743,-1199.264893,-2195.419189,1166.343262,,,,,,,,,,
4305,71.75,0.458732,-0.015998,0.38633,3233.30957,-4.388653,1127.480835,0.689494,-5.416872,44.198143,-1195.796997,-2192.734863,1165.834595,,,,,,,,,,
4306,71.766667,0.465753,-0.008401,0.397177,3233.303711,-4.385016,1127.470703,0.38614,-5.245125,44.092937,-1192.343628,-2189.381836,1165.585571,,,,,,,,,,
4307,71.783333,0.428629,-0.004197,0.372221,3233.295166,-4.353396,1127.437256,0.27984,-5.703307,43.613003,-1189.199951,-2186.398438,1165.199341,,,,,,,,,,
4308,71.8,0.428912,0.027673,0.387919,3233.261719,-4.3253,1127.47229,0.223008,-4.608979,43.565697,-1185.872314,-2183.351318,1164.86377,,,,,,,,,,
4309,71.816667,0.449649,0.017316,0.431498,3233.273926,-4.32474,1127.499634,-0.358786,-3.762851,43.795387,-1182.601562,-2179.9646,1164.812378,,,,,,,,,,
4310,71.833333,0.460447,0.029611,0.439832,3233.303711,-4.329768,1127.510254,0.035886,-4.411876,43.803871,-1179.305664,-2176.630127,1164.617554,,,,,,,,,,
4311,71.85,0.466572,0.051121,0.430057,3233.265625,-4.324404,1127.513428,0.287861,-3.556053,44.091476,-1176.008789,-2173.19873,1164.225952,,,,,,,,,,
4312,71.866667,0.466952,0.043155,0.436008,3233.281982,-4.355468,1127.51355,0.422377,-4.361463,43.818336,-1172.859985,-2169.715576,1164.019531,,,,,,,,,,
4313,71.883333,0.458648,0.029538,0.433394,3233.320557,-4.397211,1127.543091,0.425316,-4.626771,44.263809,-1169.725586,-2166.53833,1163.750122,,,,,,,,,,
4314,71.9,0.465783,0.043772,0.389967,3233.303711,-4.399195,1127.518066,1.809473,-5.578121,44.23341,-1165.877686,-2163.116943,1162.894653,,,,,,,,,,
4315,71.916667,0.482477,0.022036,0.414542,3233.301514,-4.414876,1127.52124,2.46434,-6.743228,44.259323,-1162.740112,-2159.712891,1162.677124,,,,,,,,,,
4316,71.933333,0.471232,-0.006164,0.415022,3233.35791,-4.422169,1127.525879,1.729219,-5.302333,44.250362,-1159.536133,-2156.209717,1162.557251,,,,,,,,,,
4317,71.95,0.473337,-0.022711,0.425481,3233.331055,-4.406043,1127.518921,1.520285,-5.056445,44.235382,-1156.164917,-2152.424316,1161.804688,,,,,,,,,,
4318,71.966667,0.454786,-0.003184,0.426473,3233.295898,-4.354204,1127.478516,0.740093,-4.835885,43.901348,-1152.918213,-2148.730713,1161.360474,,,,,,,,,,
4319,71.983333,0.429948,0.002741,0.417757,3233.291504,-4.330466,1127.476318,0.407312,-4.534111,43.385525,-1150.064697,-2144.987061,1161.154785,,,,,,,,,,
4320,72,0.438625,0.014712,0.43353,3233.292236,-4.323836,1127.471802,0.480337,-5.116633,43.766777,-1146.812378,-2141.275391,1160.975708,,,,,,,,,,
4321,72.016667,0.457421,0.014386,0.453962,3233.266602,-4.294497,1127.50061,-0.380396,-2.734055,44.405441,-1143.384644,-2137.60083,1160.751099,,,,,,,,,,
4322,72.033333,0.449714,-0.015306,0.414199,3233.305664,-4.286756,1127.467896,0.479274,-5.03024,43.789429,-1140.211792,-2133.810303,1160.162598,,,,,,,,,,
4323,72.05,0.426669,-0.037218,0.386403,3233.367188,-4.301125,1127.48291,0.06069,-4.662262,43.560764,-1136.738159,-2129.780762,1159.978516,,,,,,,,,,
4324,72.066667,0.437142,-0.009015,0.374491,3233.394043,-4.296101,1127.474854,1.545372,-5.526082,43.91082,-1133.098511,-2125.893555,1159.327148,,,,,,,,,,
4325,72.083333,0.44748,0.002103,0.403989,3233.38916,-4.290917,1127.501831,1.274838,-5.705078,43.79248,-1130.194214,-2122.304443,1159.182007,,,,,,,,,,
4326,72.1,0.451084,0.008436,0.39312,3233.415283,-4.326737,1127.49353,0.54698,-4.10133,44.175713,-1126.986694,-2118.573975,1158.842529,,,,,,,,,,
4327,72.116667,0.446143,0.019816,0.393668,3233.376221,-4.314704,1127.494019,1.369237,-5.588706,44.841591,-1123.58667,-2114.472412,1158.051636,,,,,,,,,,
4328,72.133333,0.442489,0.013196,0.40146,3233.338623,-4.337996,1127.521484,2.08335,-7.951849,44.987411,-1120,-2110.661133,1157.375732,,,,,,,,,,
4329,72.15,0.43264,0.012361,0.404318,3233.350098,-4.361655,1127.513306,1.609996,-8.619336,44.587849,-1116.778198,-2106.700684,1157.496704,,,,,,,,,,
4330,72.166667,0.453767,0.007277,0.427321,3233.316406,-4.37176,1127.518799,1.526431,-7.078673,44.832958,-1113.457031,-2102.942627,1157.147339,,,,,,,,,,
4331,72.183333,0.483061,0.036715,0.480724,3233.288086,-4.384946,1127.484619,2.268443,-7.664858,45.043915,-1110.267944,-2098.773682,1156.72522,,,,,,,,,,
4332,72.2,0.474651,0.034486,0.414121,3233.277344,-4.386709,1127.466431,1.971375,-7.800515,44.501717,-1107.427002,-2094.657715,1156.767578,,,,,,,,,,
4333,72.216667,0.473245,0.067487,0.455263,3233.3125,-4.3893,1127.459106,1.36455,-6.67178,44.799419,-1104.230103,-2090.775879,1156.561157,,,,,,,,,,
4334,72.233333,0.451092,0.054204,0.404181,3233.249023,-4.336487,1127.443359,2.037758,-5.544379,44.608269,-1101.035889,-2087.018066,1155.647583,,,,,,,,,,
4335,72.25,0.452168,0.036266,0.416336,3233.250244,-4.346559,1127.409302,1.102356,-3.720172,44.231182,-1097.958862,-2083.160645,1155.328735,,,,,,,,,,
4336,72.266667,0.452526,0.042555,0.434869,3233.312744,-4.346195,1127.393433,0.849441,-3.549498,43.108265,-1095.246094,-2079.142334,1155.134277,,,,,,,,,,
4337,72.283333,0.454985,0.030287,0.451707,3233.307129,-4.37623,1127.381226,0.055688,-3.039004,43.316113,-1092.242432,-2074.896973,1155.061646,,,,,,,,,,
4338,72.3,0.454316,0.038433,0.451472,3233.299316,-4.37506,1127.379028,-0.990739,-1.143338,43.264156,-1089.665649,-2071.092773,1154.988037,,,,,,,,,,
4339,72.316667,0.464528,0.031651,0.46169,3233.309326,-4.388763,1127.394531,-0.930597,-1.476828,43.551727,-1086.652344,-2066.914307,1154.954102,,,,,,,,,,
4340,72.333333,0.473732,0.032499,0.443619,3233.289551,-4.39284,1127.400024,1.306762,-5.829925,43.957134,-1083.598511,-2062.955566,1153.884766,,,,,,,,,,
4341,72.35,0.48809,0.040354,0.45393,3233.261963,-4.384084,1127.394287,1.45915,-6.88988,44.027512,-1080.704346,-2058.769287,1153.720093,,,,,,,,,,
4342,72.366667,0.493158,0.01481,0.481228,3233.269043,-4.400191,1127.397217,0.95952,-5.910863,44.691936,-1077.686035,-2054.330566,1153.740479,,,,,,,,,,
4343,72.383333,0.486627,0.008109,0.486258,3233.289551,-4.41951,1127.398438,-0.043276,-4.594009,44.324982,-1074.888306,-2050.338135,1153.640503,,,,,,,,,,
4344,72.4,0.477866,0.038646,0.437324,3233.26123,-4.39571,1127.390869,0.592219,-5.775687,44.581593,-1072.35376,-2046.026733,1153.296997,,,,,,,,,,
4345,72.416667,0.481989,0.034578,0.439054,3233.287354,-4.420929,1127.39917,0.997261,-6.519529,43.996563,-1069.637329,-2041.547485,1153.004028,,,,,,,,,,
4346,72.433333,0.460076,0.002966,0.451982,3233.286621,-4.410542,1127.409546,0.756905,-7.035774,44.074131,-1066.884521,-2037.703247,1152.762817,,,,,,,,,,
4347,72.45,0.472239,0.020091,0.450984,3233.257568,-4.388067,1127.391235,2.295044,-8.954268,44.560894,-1063.86438,-2033.685913,1151.947144,,,,,,,,,,
4348,72.466667,0.469735,0.037313,0.45137,3233.27417,-4.405508,1127.380859,2.131833,-9.623878,45.155277,-1061.188599,-2029.793945,1151.704712,,,,,,,,,,
4349,72.483333,0.46871,0.028325,0.444007,3233.286377,-4.383414,1127.410889,2.603524,-9.84744,45.132359,-1058.634521,-2025.952637,1151.560059,,,,,,,,,,
4350,72.5,0.464505,0.018789,0.430524,3233.262451,-4.35508,1127.402588,2.695052,-9.531244,44.749195,-1056.086792,-2021.954102,1151.436523,,,,,,,,,,
4351,72.516667,0.456968,0.028585,0.431108,3233.273682,-4.343543,1127.379028,2.384288,-8.830729,44.700298,-1054.049194,-2017.872803,1151.15271,,,,,,,,,,
4352,72.533333,0.451927,-0.012977,0.435864,3233.297119,-4.351867,1127.357544,2.405725,-8.239733,44.63522,-1052.428345,-2013.72937,1151.18103,,,,,,,,,,
4353,72.55,0.437565,-0.019867,0.414042,3233.297852,-4.333746,1127.371216,2.619125,-8.917338,44.658646,-1050.635254,-2009.53418,1151.231445,,,,,,,,,,
4354,72.566667,0.449584,-0.000188,0.429394,3233.26001,-4.34478,1127.378662,3.455284,-11.028245,44.907272,-1048.971436,-2005.355591,1151.106812,,,,,,,,,,
4355,72.583333,0.450688,0.005937,0.443416,3233.267578,-4.36089,1127.351562,2.683236,-10.172209,44.798084,-1047.204712,-2001.13269,1151.169556,,,,,,,,,,
4356,72.6,0.456895,-0.005859,0.427898,3233.244385,-4.38347,1127.360596,2.548114,-10.060868,44.673454,-1045.616211,-1996.960327,1150.893188,,,,,,,,,,
4357,72.616667,0.440758,0.02509,0.42987,3233.223633,-4.375532,1127.319214,2.381577,-9.51797,45.016838,-1044.028076,-1992.8573,1151.066772,,,,,,,,,,
4358,72.633333,0.459407,0.034789,0.42854,3233.224365,-4.392464,1127.311768,2.308995,-9.370955,44.790531,-1042.744507,-1988.636108,1151.112671,,,,,,,,,,
4359,72.65,0.454478,0.018833,0.443814,3233.238037,-4.41711,1127.338257,2.764134,-9.936049,44.832458,-1041.473999,-1984.440063,1151.000244,,,,,,,,,,
4360,72.666667,0.446747,0.002772,0.434552,3233.229736,-4.39531,1127.337402,2.363157,-8.780846,44.806992,-1040.294434,-1980.593994,1150.97876,,,,,,,,,,
4361,72.683333,0.462222,0.012799,0.410422,3233.20874,-4.383596,1127.328491,2.352744,-8.910677,44.55555,-1038.924561,-1976.460815,1150.9729,,,,,,,,,,
4362,72.7,0.448417,-0.008388,0.445137,3233.223633,-4.403142,1127.299561,2.119989,-9.024999,44.317245,-1038.005981,-1972.180908,1151.372437,,,,,,,,,,
4363,72.716667,0.416731,-0.012402,0.441699,3233.269043,-4.363657,1127.302124,2.557782,-9.995115,45.294838,-1036.907471,-1967.9375,1151.261841,,,,,,,,,,
4364,72.733333,0.40145,0.022087,0.424765,3233.287354,-4.360141,1127.247192,2.691084,-10.714939,45.233608,-1035.849976,-1964.073975,1151.123291,,,,,,,,,,
4365,72.75,0.440709,0.01458,0.410064,3233.284668,-4.365984,1127.282593,3.166007,-10.326168,45.561279,-1035.182861,-1960.011108,1151.055542,,,,,,,,,,
4366,72.766667,0.463228,0.019286,0.440243,3233.294189,-4.365746,1127.358154,2.950589,-9.764594,45.476494,-1034.511841,-1955.990479,1151.213867,,,,,,,,,,
4367,72.783333,0.465283,0.017661,0.4565,3233.292236,-4.353588,1127.376099,2.522491,-9.341925,44.924217,-1033.929688,-1951.929688,1151.301025,,,,,,,,,,
4368,72.8,0.46113,0.02652,0.427917,3233.289062,-4.350291,1127.379883,2.137184,-10.061213,44.703987,-1033.095459,-1947.83252,1151.313477,,,,,,,,,,
4369,72.816667,0.455835,0.020885,0.432026,3233.282715,-4.348629,1127.417603,2.231179,-10.086435,44.708679,-1032.65918,-1943.785645,1151.54895,,,,,,,,,,
4370,72.833333,0.47017,0.008158,0.461104,3233.280273,-4.358721,1127.4104,2.931777,-10.353743,44.981274,-1032.464111,-1939.717163,1151.380737,,,,,,,,,,
4371,72.85,0.444377,0.016986,0.461728,3233.249023,-4.378418,1127.362549,3.044888,-10.293106,45.028107,-1032.282593,-1935.462769,1151.447388,,,,,,,,,,
4372,72.866667,0.439171,0.021438,0.452201,3233.248779,-4.371093,1127.352539,2.997866,-10.462543,45.022717,-1032.469482,-1931.171997,1151.550781,,,,,,,,,,
4373,72.883333,0.456127,0.010472,0.476139,3233.272949,-4.392832,1127.362427,2.795549,-10.196121,45.016628,-1032.272095,-1927.034302,1151.554199,,,,,,,,,,
4374,72.9,0.45084,0.017693,0.46803,3233.289551,-4.39636,1127.307373,2.336349,-9.01845,45.008343,-1031.973999,-1923.078857,1151.597046,,,,,,,,,,
4375,72.916667,0.423166,-0.010607,0.37659,3233.268311,-4.362157,1127.341431,2.242256,-8.014277,45.030781,-1031.98877,-1919.329712,1151.552002,,,,,,,,,,
4376,72.933333,0.428557,0.013367,0.398499,3233.309326,-4.332623,1127.373047,3.127792,-9.161436,44.798252,-1031.954468,-1915.391479,1151.284302,,,,,,,,,,
4377,72.95,0.412993,0.031789,0.424668,3233.282715,-4.342229,1127.361206,2.802647,-10.100682,44.671669,-1031.819458,-1911.281982,1151.41687,,,,,,,,,,
4378,72.966667,0.437678,0.040156,0.403321,3233.255615,-4.353924,1127.396973,2.960927,-10.86041,44.608402,-1032.220947,-1907.503174,1151.293091,,,,,,,,,,
4379,72.983333,0.468549,0.054464,0.462525,3233.282471,-4.363771,1127.436523,3.628371,-10.561384,44.66312,-1032.60376,-1903.529663,1151.059692,,,,,,,,,,
4380,73,0.479504,0.067707,0.474026,3233.276123,-4.352416,1127.443604,2.833371,-9.31024,45.197025,-1032.775391,-1899.449585,1151.171387,,,,,,,,,,
4381,73.016667,0.480127,0.058686,0.433206,3233.28418,-4.356279,1127.418579,2.525525,-8.82713,45.364967,-1033.192383,-1895.496338,1151.449463,,,,,,,,,,
4382,73.033333,0.455839,0.031108,0.395016,3233.281738,-4.35124,1127.421875,2.636292,-9.066393,45.209064,-1033.66687,-1891.573853,1151.243164,,,,,,,,,,
4383,73.05,0.46337,0.034746,0.446267,3233.309326,-4.35079,1127.423584,1.977567,-8.386766,45.145378,-1034.164185,-1887.617432,1151.295532,,,,,,,,,,
4384,73.066667,0.455305,-0.008325,0.371133,3233.312988,-4.343819,1127.407349,2.516257,-8.778235,45.305473,-1034.616333,-1883.434937,1151.12854,,,,,,,,,,
4385,73.083333,0.449769,-0.022407,0.3592,3233.316895,-4.338131,1127.407349,2.987996,-9.455108,45.184738,-1035.113037,-1879.779663,1150.883911,,,,,,,,,,
4386,73.1,0.440924,0.000305,0.400439,3233.29541,-4.351973,1127.414917,3.667863,-10.373564,45.367661,-1035.632202,-1876.008545,1150.716675,,,,,,,,,,
4387,73.116667,0.446038,0.022694,0.398203,3233.283447,-4.363322,1127.410522,3.4535,-9.100418,45.686687,-1036.293579,-1872.194458,1150.568604,,,,,,,,,,
4388,73.133333,0.44696,0.041854,0.427412,3233.320801,-4.346667,1127.406738,2.790012,-8.750622,45.473446,-1036.947754,-1868.217041,1150.523926,,,,,,,,,,
4389,73.15,0.449137,0.038972,0.381919,3233.296387,-4.338997,1127.430542,2.509253,-7.541095,45.701595,-1037.468262,-1864.330933,1150.389282,,,,,,,,,,
4390,73.166667,0.458154,0.046633,0.379697,3233.279297,-4.341938,1127.452148,2.717155,-8.953338,45.378113,-1038.323364,-1860.297241,1150.153564,,,,,,,,,,
4391,73.183333,0.458862,0.02758,0.382502,3233.26416,-4.348728,1127.466553,3.265596,-8.819948,45.47937,-1039.444458,-1856.215942,1149.947632,,,,,,,,,,
4392,73.2,0.452398,0.026064,0.390053,3233.278076,-4.355649,1127.445923,2.921373,-6.737821,45.910965,-1040.557007,-1852.223389,1149.808838,,,,,,,,,,
4393,73.216667,0.421641,0.005894,0.384125,3233.306396,-4.340234,1127.428101,2.096121,-6.433235,45.477974,-1041.560547,-1848.260254,1149.516235,,,,,,,,,,
4394,73.233333,0.422571,-0.006245,0.364353,3233.297363,-4.324513,1127.425781,2.032981,-7.865386,45.166145,-1042.75647,-1844.363892,1149.36145,,,,,,,,,,
4395,73.25,0.4447,0.024243,0.356683,3233.300537,-4.342074,1127.421265,2.274937,-8.924476,45.095333,-1043.716064,-1840.346558,1148.883057,,,,,,,,,,
4396,73.266667,0.442845,0.045305,0.361284,3233.31543,-4.347366,1127.410278,2.956243,-8.721861,45.461021,-1044.855713,-1836.293091,1148.368286,,,,,,,,,,
4397,73.283333,0.440593,0.024628,0.385812,3233.302734,-4.368051,1127.414307,3.150119,-8.334002,45.830444,-1046.136963,-1832.292236,1148.093872,,,,,,,,,,
4398,73.3,0.445773,0.032222,0.368514,3233.298096,-4.341222,1127.416504,2.683866,-7.908857,45.672203,-1047.37085,-1828.483765,1147.792358,,,,,,,,,,
4399,73.316667,0.444073,0.03572,0.380736,3233.287354,-4.329383,1127.424927,2.729476,-7.380621,45.729683,-1048.822754,-1824.34729,1147.443359,,,,,,,,,,
4400,73.333333,0.455009,0.01319,0.409384,3233.287842,-4.355555,1127.437012,2.653206,-7.756387,45.700802,-1049.999268,-1820.385864,1147.089844,,,,,,,,,,
4401,73.35,0.454619,0.01616,0.438702,3233.310303,-4.354972,1127.43335,2.704818,-8.235283,45.774822,-1051.487305,-1816.188477,1146.470825,,,,,,,,,,
4402,73.366667,0.46676,0.019005,0.415984,3233.340576,-4.347396,1127.377197,2.738463,-8.767167,45.641796,-1053.142334,-1812.121094,1145.813354,,,,,,,,,,
4403,73.383333,0.429869,-0.01915,0.37487,3233.337891,-4.34892,1127.389038,2.64928,-8.398707,45.398773,-1054.539917,-1807.802979,1145.098511,,,,,,,,,,
4404,73.4,0.434983,-0.016673,0.364865,3233.329346,-4.353432,1127.39978,3.008258,-8.273988,45.27673,-1056.044922,-1803.799927,1144.363281,,,,,,,,,,
4405,73.416667,0.439579,0.000415,0.363266,3233.310059,-4.355507,1127.403442,2.290748,-7.06243,45.111549,-1057.682007,-1799.825195,1143.75769,,,,,,,,,,
4406,73.433333,0.441884,0.020022,0.37303,3233.265625,-4.334986,1127.438721,2.394659,-6.496206,45.471825,-1059.405396,-1795.782349,1143.080078,,,,,,,,,,
4407,73.45,0.462075,0.026812,0.448601,3233.292725,-4.352935,1127.441895,2.844606,-7.706786,45.397697,-1061.158691,-1791.844971,1142.447876,,,,,,,,,,
